企业代号,信誉评级,F1,F2,F3,F4,F7,F8,F9,F10
E1,A,19.339334992069137,44.77598849646748,8.642289885712147,3.811902287524536,0.5158384190642256,0.23625154130702836,0.40118827584603345,0.4610201508548932
E2,A,37.93057884230397,20.02382525554672,12.443068065827743,2.6349626703877203,0.2685968404030352,0.08452034311796648,0.19910794945866972,0.4503646975906083
E3,C,17.288399625944475,12.328292808293929,20.598246464799093,1.2548923700617316,0.16882262661696995,0.5689361525360362,0.4196364050701278,-0.26199685311492626
E4,C,11.936783191535977,42.482752659109465,7.6495872239254075,0.8637025805797804,0.2616487455197133,0.7108919766920664,0.5356432901461536,-0.6979984982750158
E5,B,4.018776129574439,8.684699904874861,-1.8286226712402642,3.523000565905528,0.3932687874596588,0.5915094339622642,0.5022667367327586,5.0
E6,A,16.64070189321554,15.984145328778295,0.13197538282717208,5.655504732887883,0.18302902002293375,0.2509505703422053,0.21963129436129272,0.6185622704496299
E7,A,22.97348609558308,12.376002266112636,19.453568077980847,4.617451853987158,0.15614262808276705,0.19830654067983802,0.17847409389179927,-0.41823874727916754
E8,A,31.892265693120468,15.13131697399415,7.718749819132827,2.446634040735515,0.21667554135605255,0.04806366047745358,0.156936939055836,0.11737927982193364
E9,A,6.926768625106228,4.926151374721421,5.426135625199025,-0.29472182172299466,0.12345679012345678,0.25262444971215714,0.19882239765674975,0.038749473015877646
E10,B,4.042902826595086,3.1546816435985794,2.314405989149315,-0.1322243163947754,0.1930680986087381,0.41725352112676056,0.3250967483635244,-0.08149676065906125
E11,C,2.9472978385169077,4.357562836346469,-1.046304004253736,1.9836336821205027,0.24365303244005643,0.9597135183527306,0.7001488547181278,5.0
E12,B,1.0187790231940093,4.410119964867622,-0.14740327580696058,1.013573575577282,0.18485523385300667,0.9649122807017544,0.6947039538292232,5.0
E13,A,19.557697858609906,9.494341896106544,4.717375716448638,0.10680471158315326,0.39839631746974535,0.12792004996876952,0.2958742680239924,0.07136989745813312
E14,C,14.049577696013511,9.060097838477317,2.682646381880704,3.2682220219871954,0.17238943054966793,0.05635491606714628,0.1282458426814957,0.006239442055589697
E15,A,-0.08544291892619049,0.5459593205073737,1.1585329467505923,-1.3358224903985179,0.41304347826086957,1.0,0.765050624120338,0.2885827445078333
E16,A,-1.5073651292961634,0.21872683422488232,0.33055217144692284,-1.1157809445742883,0.47586206896551725,0.30068337129840544,0.39802964616691394,0.05487964325996586
E17,A,10.182486144606987,7.455913352917817,0.11191167523266618,3.375255188303403,0.21220930232558138,0.15680473372781065,0.18657506868946827,0.550191859427302
E18,A,5.858291741625353,5.518245384110917,-0.6916325325534014,2.3621975850238304,0.4515177797051171,0.45931758530183725,0.4554343803213308,0.16846058128507274
E19,A,5.408499480581848,9.38063222122956,-0.5391176016155028,2.4675811537777927,0.39960629921259844,0.11745724427234591,0.2945177402147809,0.16687422545405867
E20,B,2.5887918067477966,8.732095525644556,-2.164577955792136,2.6223228210212937,0.2814159292035398,0.5521235521235521,0.4381982097287827,0.0037625812929373676
E21,B,2.527602246999485,3.56978133519295,-0.305744909301709,1.8576191615628084,0.2093425605536332,0.6159618008185539,0.4600180690618508,1.4368793675477696
E22,A,2.0934549730142193,2.737079087119515,-0.3132689038561721,0.3524230517192652,0.37888198757763975,0.39564660691421255,0.3873550038875916,0.929859467487077
E23,B,8.929334568278444,8.675740232675986,0.38787673459477395,3.890119542928331,0.15835184811149264,0.20952380952380953,0.18570882391218632,-0.1263121955614161
E24,A,2.154777944091756,2.965344055939249,0.0484260552000582,0.9239112991026555,0.20273571079628724,0.5566778900112234,0.41892245204776474,1.068982292390311
E25,C,-1.0378044640288862,-1.8285118893119017,-0.35537462719705415,-0.5841061575610939,0.22482269503546098,0.3425357873210634,0.2897205634733826,0.9750071082464956
E26,A,-1.7695178090119774,-0.8931108947865752,-1.576301405857498,0.03634490247304512,0.3463969658659924,0.3472222222222222,0.3468098395130275,0.10123864268308796
E27,A,0.9498340107438782,-0.1938614207049072,-0.3658273622133271,0.7609376677034839,0.27914230019493175,0.16553133514986376,0.22947880803531065,0.32770707496773466
E28,B,-2.8240391868431103,-2.3457192943452627,-1.0466371603064042,-0.9077340491248856,0.35502958579881655,0.9771528998242531,0.7351441343122538,2.2468589612962337
E29,C,-3.315787851206463,-2.791286110730392,-1.0258513632173138,-0.3209003204315658,0.7,0.9978947368421053,0.8619147016431424,0.8622391066472984
E30,B,-1.7368904157842866,-1.050780598932693,-0.8718104210697981,-0.20576992694416124,0.383289124668435,0.76,0.6018764628597364,0.7940943824094138
E31,A,-1.0770270717686659,-1.710227292167498,0.07981252190182873,-0.7197836399058899,0.42961165048543687,0.1575920245398773,0.3235748881104639,0.18842540770733862
E32,B,-1.0478281796445459,-2.250722527454879,-0.7049086653902756,-0.22843503089878164,0.5813871196036801,0.7844202898550725,0.6904079134748455,0.762588944159296
E33,B,1.0753240027925564,1.2526455244899004,-0.7543552293961466,-0.15542331846121857,0.16705336426914152,0.2534948741845294,0.21467006981816172,-0.20883759241004454
E34,B,2.290719245414114,1.0556917372533434,-0.21651813106652515,0.5847465757242497,0.16587267215244694,0.7128712871287128,0.5175418897922858,0.3783937679780782
E35,B,-1.7075323059918073,-1.2444725152483236,-0.9877049236982967,0.2427599377476,0.20478325859491778,0.6428571428571429,0.47707519801557596,0.5979941713291463
E36,D,-0.24686234760598608,-1.2341824046428134,-0.19912800236707565,-0.08023153913784516,0.14853300733496333,0.14350355526826114,0.14603993399512194,0.4834770420826636
E37,B,-1.0151967515513298,-0.23956112018326267,-0.9670107768081732,0.18456309998967027,0.3220064724919094,0.20502749410840534,0.2699300295141826,0.38108279619113394
E38,B,-1.7601523951663716,-1.711944553922524,-0.8764786537652931,-0.474262102615439,0.24217961654894046,0.7643312101910829,0.5669449556808656,0.4887304871912145
E39,C,-3.2358569438948277,-2.799287133311259,-0.8522446647166785,-0.47262042861650266,0.5212765957446809,1.0,0.7974112142650001,2.1356412205399598
E40,C,0.49331183884690644,-1.9909785419607002,0.3146214599356417,0.41934607169813765,0.19949174078780177,0.08154020385050963,0.1523905500458118,1.817096081491156
E41,C,-1.0360823062054676,-2.231087319477684,-0.4137247477349452,-0.014062984797092828,0.21790457452041317,0.7164404223227753,0.5295135892188976,1.2605194653504963
E42,A,-3.4047745330884354,-3.0066304283531657,-0.8025264019870519,-0.684567195291984,0.9148936170212766,0.382262996941896,0.7011259976984431,3.325224420557311
E43,B,-3.130137956420715,-2.8705327349249563,0.19129216004656246,-0.2853621565993044,0.6282051282051282,0.9020408163265307,0.7772770797541426,5.0
E44,C,0.1997055302423009,-0.7991139678192908,0.16640975382156428,-0.11641730706549776,0.1971153846153846,0.8386036960985627,0.6091431005774594,0.6404462285191321
E45,B,-2.6860431527843796,-2.001509197572118,-1.2857048160243756,0.19481046514860303,0.46,0.38769230769230767,0.4253853108910714,2.6588132973969323
E46,C,0.4497931828230333,-0.23248655864656356,-0.34233217880191863,0.7373402832198258,0.2775157232704403,0.21971252566735114,0.2502884042434268,-0.14077180436542977
E47,C,2.6802250630136597,0.7584631013182961,0.3346053813899456,0.3036358097624666,0.16247848537005163,0.054576463899943146,0.1211978725472685,-0.20275491307260368
E48,A,-1.4707124900375297,-1.6043692880190552,-0.5642644752966948,-0.15781678053797968,0.23967611336032388,0.25196850393700787,0.24589913205597613,1.2786334594807276
E49,C,0.3974692942925684,-1.171007456302647,-0.6289812721042417,0.49115402367673655,0.17482710926694328,0.30994152046783624,0.2516229960124371,0.0982881139386977
E50,C,-3.280423786054376,-2.9861277719693664,0.07291272809612093,-0.15880742177561122,0.3756345177664975,0.8771929824561403,0.6747476637262139,1.6642963641022974
E51,B,-2.2260697630023873,-1.9999242181125576,-1.0596924732789257,-0.1740722368506068,0.5562913907284768,0.2335195530726257,0.4266095949846075,0.8296453280743095
E52,D,-2.5147066288457784,-2.220836981414221,-1.4020007719464527,-0.9299619442607117,0.24,0.8311345646437994,0.6117126222931966,3.888087932268694
E53,C,-2.094782919679669,-1.5013939649939758,-1.4398315356057065,-0.28335532597267465,0.7174603174603175,0.28193832599118945,0.5450864733200476,0.5582782219520848
E54,A,2.045200598685574,-0.9994516552348401,0.980948739224261,-0.7137268166595722,0.1332116788321168,0.061696658097686374,0.10380710235261806,0.1322778329450841
E55,C,-0.8554499888830628,-2.1672933071567666,1.6601705973375918,0.18025588004748955,0.16889428918590524,0.5101694915254237,0.3799988098684794,0.1398501866341463
E56,C,-1.682070106949744,-1.4701380136013378,-1.0974504439932555,0.20450232168244634,0.32972522897585343,0.5555555555555556,0.4568154451919402,0.925062407935459
E57,B,-2.5837733538478416,-1.5202020225590396,-1.1154656127434222,-0.3384839398858915,0.4307692307692308,0.4315068493150685,0.4311381977877465,0.9049817549840742
E58,B,-1.5685977873192256,-2.122905088305501,-0.9110909084246313,-0.5351191019745525,0.20414201183431951,0.6701030927835051,0.4953342891188648,0.7704223428509527
E59,A,-1.2744610214556087,-1.5156989334105737,-0.6363973677127728,-0.3198664529280657,0.3697632058287796,0.18566775244299674,0.29257250612626806,0.3111974395366962
E60,B,-2.7041886248930065,-2.7881084481722223,-1.476073334670613,-0.9184885234219964,0.4163568773234201,0.6705653021442495,0.5581267211549354,3.0101749431184457
E61,B,-2.1455022378037825,-2.6442107574990734,0.32384804099924364,-0.10200550929384426,0.419811320754717,0.552710843373494,0.4907804098659903,-0.12542823819033996
E62,B,-3.253606138908084,-3.1732807546492268,-0.21835888512834478,0.0882665115888906,0.24150943396226415,0.4840182648401826,0.38249214854142716,-0.1071611963255373
E63,B,-0.5514488074644969,-0.772644655014727,-0.6596348456837885,0.6075635409566341,0.4564526382708201,0.600297176820208,0.533247462011168,-0.6979984982750158
E64,A,-2.615090414326789,-2.960453086755103,-1.027919674479697,-0.9150758006052182,0.3125,0.2829090909090909,0.29807197429396837,0.07612887101663643
E65,B,-3.004811854378636,-2.9804929534514932,-1.122788584160749,-0.24030132018602224,0.737649063032368,0.488659793814433,0.6256654594443002,0.44293546314303306
E66,B,-2.832915147868839,-3.000212407648136,-1.1142683477061908,-0.3563765901290682,0.7608318890814558,0.19440353460972018,0.5552737602804626,5.0
E67,B,-3.130274127972984,-3.197707629730859,-1.2774943429859607,-0.3543438112030455,0.26275115919629055,0.4418604651162791,0.36350986389076767,1.5008190267351242
E68,C,-3.9003195292104476,-3.4108601544670343,-1.777600502505642,-1.0239750391092495,1.0,0.9041095890410958,0.9532612834359894,5.0
E69,C,-3.3028208008815803,-3.3911293683227375,1.1143770623462435,-0.004415529635642544,1.0,0.889267461669506,0.9462548859541298,5.0
E70,B,-1.4657671335414162,-2.560771003453314,-0.8852746072982031,-0.34409364083763067,0.7085839256424276,0.5397923875432526,0.6298678438087145,-0.14097206995166423
