group,date,update_hour,published_at,remaining_intervals,state_at_update_kWh,old_ordinary_yuan,old_adjustment_yuan,old_predicted_emergency_yuan,old_predicted_total_yuan,new_ordinary_yuan,new_adjustment_yuan,new_predicted_emergency_yuan,new_predicted_total_yuan,delta_predicted_yuan,accepted,revision_kWh
B2,2025-02-01,6,2025-02-01 06:00,109,10557.222429851008,12950.440931796722,0.0,0.0,12950.440931796722,10436.600390964366,1256.9202704161776,2.4323867364728356e-12,11693.520661380546,-1256.9202704161762,True,4408.023939404046
B2,2025-02-01,12,2025-02-01 12:00,73,7056.991118184343,10436.600390964368,1256.9202704161776,2014.9341405372911,13708.454801917836,10700.656473305908,1124.8922292454063,0.0,11825.548702551314,-1882.9060993665225,True,329.6146148433294
B2,2025-02-01,18,2025-02-01 18:00,37,10800.0,5294.392613590249,0.25869799999998344,0.0,5294.651311590249,5294.392613590251,0.2586980000009497,0.0,5294.651311590252,2.7284841053187847e-12,False,1.5916157281026244e-12
B2,2025-02-02,6,2025-02-02 06:00,109,10800.0,44314.443419477066,0.0,119.83115505440097,44434.27457453147,41642.26410091935,1360.0558902897385,0.0,43002.319991209086,-1431.954583322382,True,3951.9267281452517
B2,2025-02-02,12,2025-02-02 12:00,73,7015.220383458865,30910.31585144654,888.1595156814237,1251.495516210168,33049.97088333813,30052.82777835919,1366.978525168619,0.0,31419.80630352781,-1630.16457981032,True,1815.6745053548693
B2,2025-02-02,18,2025-02-02 18:00,37,10800.0,13352.335530566808,1.649823333333364,0.0,13353.985353900141,13352.33553056681,1.6498233333357788,0.0,13353.985353900145,3.637978807091713e-12,False,5.9685589803848416e-12
B2,2025-02-03,6,2025-02-03 06:00,109,10800.0,45340.63232728385,0.0,0.040298972477045024,45340.672626256324,41422.191660422824,1959.2265388714882,0.0,43381.41819929431,-1959.254426962012,True,5457.56347702513
B2,2025-02-03,12,2025-02-03 12:00,73,6231.28318412786,31231.027541402545,1189.9389998724366,564.5669516116352,32985.533492886614,30410.696794349667,1600.0981679578992,0.0,32010.794962307566,-974.7385305790485,True,1391.7878948658827
B2,2025-02-03,18,2025-02-03 18:00,37,10800.0,13209.467737435589,1.649823333333364,0.0,13211.117560768922,13209.467737435585,1.649823333335136,4.87959823658457e-12,13211.117560768926,3.637978807091713e-12,False,5.172751116333529e-12
B2,2025-02-04,6,2025-02-04 06:00,109,10800.0,45464.45466039363,0.0,1385.7173546844128,46850.172015078046,42153.73330717975,1922.429568421636,0.0,44076.16287560138,-2774.009139476664,True,5139.7088932723655
B2,2025-02-04,12,2025-02-04 12:00,73,6871.399661353888,30507.69835358585,1730.0301182578794,82.78623253349136,32320.51470437722,29337.76536394945,2314.99661307608,0.0,31652.76197702553,-667.7527273516898,True,1737.3916837692652
B2,2025-02-04,18,2025-02-04 18:00,37,10748.069094891905,12473.755201478558,1.6498233333333396,326.0429946306524,12801.448019442543,12533.95818046132,31.75131282471476,0.0,12565.709493286036,-235.73852615650685,True,46.73781459728502
B2,2025-02-05,6,2025-02-05 06:00,109,10800.0,41293.13596718249,0.0,3008.0439098745555,44301.179877057046,41583.11667180221,417.3171856403229,0.0,42000.43385744253,-2300.7460196145184,True,1044.708640375603
B2,2025-02-05,12,2025-02-05 12:00,73,6030.176267393107,30448.811107894817,141.09824795643732,0.0,30589.909355851254,29261.85439084724,724.7069438978152,1.3482349459081888e-11,29986.561334745067,-603.3480211061869,True,1574.9907555654509
B2,2025-02-05,18,2025-02-05 18:00,37,10757.077341681317,12539.599845659073,0.4329450000000194,269.4856179880089,12809.518408647082,12589.359654221338,25.31284928113287,0.0,12614.67250350247,-194.8459051446116,True,38.63039248681446
B2,2025-02-06,6,2025-02-06 06:00,109,10800.0,45321.97137372661,0.0,0.0,45321.97137372661,41098.572026812224,2111.6996734571926,2.5073632059502413e-11,43210.27170026944,-2111.6996734571658,True,5799.951837314334
B2,2025-02-06,12,2025-02-06 12:00,73,6420.215013481127,30545.74202390257,1672.059144359982,1.2535110727185383e-12,32217.801168262555,28775.871253042154,2556.9945297901872,0.0,31332.86578283234,-884.9353854302135,True,2452.3434767104022
B2,2025-02-06,18,2025-02-06 18:00,37,10675.480812258349,12474.167506195736,0.4329450000000073,781.7812683171818,13256.381719512918,12618.521355352754,72.6098695785093,0.0,12691.131224931263,-565.2504945816545,True,112.06726896748592
B2,2025-02-07,6,2025-02-07 06:00,109,10800.0,11545.986270033729,0.0,26.97195794655957,11572.958227980289,10226.681825861442,663.8866319624738,0.0,10890.568457823916,-682.3897701563728,True,2493.7534425356944
B2,2025-02-07,12,2025-02-07 12:00,73,6973.029725370374,10226.68182586144,596.3438244143701,0.0,10823.025650275811,9312.267994439571,1049.3163302489747,0.0,10361.584324688545,-461.44132558726596,True,1640.6162444513984
B2,2025-02-07,18,2025-02-07 18:00,37,10448.978914619658,4920.834178330367,0.4329450000000073,0.0,4921.267123330366,4893.317031350627,14.191518489869836,0.0,4907.508549840497,-13.758573489869377,True,27.87675714693512
B2,2025-02-08,6,2025-02-08 06:00,109,8691.129453409021,8703.814394784256,0.0,3234.999186383086,11938.813581167342,9135.758932594525,216.83815890513367,0.0,9352.597091499658,-2586.216489667684,True,526.5280359579565
B2,2025-02-08,12,2025-02-08 12:00,73,6900.151415631242,9135.758932594525,216.83815890513367,0.0,9352.597091499658,9025.87724043826,161.89731282700194,0.0,9187.774553265263,-164.82253823439532,True,134.9362977382761
B2,2025-02-08,18,2025-02-08 18:00,37,10409.454262491505,4937.142280560614,0.4329450000000194,307.2785414004327,5244.853766961047,4998.597988840701,31.160799140043565,0.0,5029.758787980744,-215.09497898030259,True,50.26640624904883
B2,2025-02-09,6,2025-02-09 06:00,109,10800.0,43125.359759822924,0.0,517.0765789988491,43642.436338821775,41774.29195396898,737.7279888094184,4.758476279675961e-12,42512.0199427784,-1130.4163960433725,True,1828.326226191622
B2,2025-02-09,12,2025-02-09 12:00,73,7356.450756196733,30232.226353150432,31.964233776790152,0.0,30264.190586927223,29329.196844803413,437.5928999725492,0.0,29766.78974477596,-497.4008421512626,True,1558.5108262630208
B2,2025-02-09,18,2025-02-09 18:00,37,10800.0,12814.482018462877,0.57516119320554,0.0,12815.057179656083,12814.482018462877,0.5751611932063836,2.1959749574307355e-12,12815.057179656085,1.8189894035458565e-12,False,4.320099833421409e-12
B2,2025-02-10,6,2025-02-10 06:00,109,10800.0,40145.02261265922,0.0,8.059908660118346,40153.08252131934,34346.80190253335,2900.7223367949523,0.0,37247.524239328304,-2905.558281991034,True,8525.570108502052
B2,2025-02-10,12,2025-02-10 12:00,73,6274.140684797537,26537.358765183704,1879.983275575612,14978.841289041677,43396.183329800995,28279.716070613867,1029.075529631432,0.0,29308.7916002453,-14087.391729555697,True,2525.9683110937935
B2,2025-02-10,18,2025-02-10 18:00,37,10800.0,12883.116137948866,0.57516119320554,0.0,12883.691299142072,12883.116137948866,0.5751611932083657,8.874394552549348e-12,12883.691299142083,1.0913936421275139e-11,False,8.100187187665142e-12
B2,2025-02-11,6,2025-02-11 06:00,109,10800.0,40871.48826932483,0.0,7.831823577156641,40879.32009290199,36872.36312711052,2001.1289358225824,4.137746145715937e-12,38873.4920629331,-2005.828029968885,True,5418.519660485903
B2,2025-02-11,12,2025-02-11 12:00,73,6056.420734022156,28239.796588244008,1815.1581652131385,0.0,30054.954753457147,27764.152916346167,2052.980001162059,0.0,29817.13291750823,-237.8218359489183,True,877.8794721863057
B2,2025-02-11,18,2025-02-11 18:00,37,10800.0,12857.992901110478,0.0,0.0,12857.992901110478,12857.992901110481,2.7823190862363844e-12,0.0,12857.992901110485,7.275957614183426e-12,False,7.02016222930979e-12
B2,2025-02-12,6,2025-02-12 06:00,109,10800.0,40213.85912930658,0.0,0.0,40213.85912930658,35760.13984068503,2226.8596443107713,5.172182682144921e-13,37986.9994849958,-2226.8596443107745,True,6346.7478964903075
B2,2025-02-12,12,2025-02-12 12:00,73,6157.9223558710655,27589.287250445737,1308.9690877750925,1531.2709167673127,30429.52725498814,27757.09256975475,1225.0664281205875,0.0,28982.158997875336,-1447.3682571128047,True,329.6636273230932
B2,2025-02-12,18,2025-02-12 18:00,37,10584.523407800565,12712.129347758513,0.5751611932055644,1352.848236464931,14065.55274541665,12961.929206329394,125.47509047864699,0.0,13087.404296808041,-978.1484486086083,True,193.92893297949138
B2,2025-02-13,6,2025-02-13 06:00,109,10793.424077390913,36410.53242974095,0.0,42.96586622381086,36453.49829596477,33464.99463763204,1479.4709023997311,0.0,34944.46554003177,-1509.0327559329962,True,4396.638386223476
B2,2025-02-13,12,2025-02-13 12:00,73,6170.578102745351,26630.594450082026,533.0911469455407,7291.651231395101,34455.33682842267,27461.333554614892,370.71307331673773,0.0,27832.046627931628,-6623.290200491039,True,1185.344817425761
B2,2025-02-13,18,2025-02-13 18:00,37,10800.0,12822.860532119481,0.5751611932055523,0.0,12823.435693312687,12822.860532119483,0.5751611932070919,1.1962697499257046e-12,12823.435693312691,3.637978807091713e-12,False,5.4853899200679734e-12
B2,2025-02-14,6,2025-02-14 06:00,109,9234.591204268614,8689.809151835032,0.0,3707.553530128107,12397.362681963139,9116.293845051165,279.31256854864563,0.0,9395.60641359981,-3001.7562683633296,True,751.8996963093252
B2,2025-02-14,12,2025-02-14 12:00,73,7014.732959268614,9116.293845051165,279.31256854864563,203.0530201228707,9598.659433722682,9108.523361922546,275.4273269843361,0.0,9383.950688906882,-214.70874481579995,True,85.8822160002027
B2,2025-02-14,18,2025-02-14 18:00,37,10488.27192680307,4936.197104502344,0.5751611932055523,309.3743010105654,5246.146566706115,4998.071964704458,31.512591294262858,0.0,5029.584555998721,-216.5620107073937,True,50.60924276305792
B2,2025-02-15,6,2025-02-15 06:00,109,7794.93688706652,9019.590070802748,0.0,0.0,9019.590070802748,8289.160704134536,365.21468333410667,0.0,8654.375387468643,-365.21468333410485,True,1132.680673336096
