strategy_id,hour,load_mae,pv_mae,net_mae,net_bias
G0_naive_gate,0,180.4179123253493,0.0,180.4179123253493,-1.5981351796407237
G0_naive_gate,1,180.33516047904192,0.0,180.33516047904192,-1.6582524950099777
G0_naive_gate,2,172.89767814371257,0.0,172.89767814371257,-1.7089135728542941
G0_naive_gate,3,166.39013158682636,0.0008103293413173654,166.39011437125748,-1.415814970059882
G0_naive_gate,4,166.40304341317366,0.04182814371257486,166.40800898203594,-1.7267336327345355
G0_naive_gate,5,164.2931661177645,18.702486876247505,167.46405838323352,-3.5905723552894218
G0_naive_gate,6,157.97209520958086,95.59226656686627,195.41662205588818,-2.2446174650698607
G0_naive_gate,7,163.6117426147705,218.29200903193612,284.0996894710579,-1.0226014471057927
G0_naive_gate,8,160.5564382235529,336.9044718063873,382.37329775449103,-1.7315173153692631
G0_naive_gate,9,158.48193018962075,470.62199351297403,498.99283148702597,-1.8032353792415194
G0_naive_gate,10,158.1851463073852,557.0780589820359,588.8685504990019,-0.7791663672654715
G0_naive_gate,11,170.27670903193612,610.5103845309382,642.7039051397205,-1.3769355788423152
G0_naive_gate,12,173.82110668662676,613.8959916167664,642.6549645708584,-0.30704301397205624
G0_naive_gate,13,174.9092211576846,514.1034047405188,545.7135825848303,-0.5402776946107778
G0_naive_gate,14,180.28151981037925,411.51943847305387,460.3331129740519,0.6271994011976078
G0_naive_gate,15,180.20714451097805,318.3179165668663,371.28848702594814,-0.42614111776447045
G0_naive_gate,16,187.80239560878246,195.5747134231537,280.1340426646707,0.824223602794413
G0_naive_gate,17,195.65103353293412,76.44102490019961,213.19463478043912,-1.1353269960079875
G0_naive_gate,18,191.41186746506986,10.697716417165667,193.02032579840318,-0.034356337325358206
G0_naive_gate,19,187.3618505489022,0.02561966067864271,187.36280743512978,-0.9151709081836339
G0_naive_gate,20,193.72799675648702,0.0008088822355289421,193.72789396207585,-0.8950623253493035
G0_naive_gate,21,194.772645508982,0.0,194.772645508982,-1.6926853293413102
G0_naive_gate,22,195.30184466067863,0.0,195.30184466067863,-1.023418113772453
G0_naive_gate,23,188.02752824351296,0.0,188.02752824351296,-2.354588423153691
G1_ridge_gate,0,150.6747363909671,0.0,150.6747363909671,7.105714965343797
G1_ridge_gate,1,152.00944048854484,0.0,152.00944048854484,8.777520547512154
G1_ridge_gate,2,144.68787960579996,0.0,144.68787960579996,10.081129935227706
G1_ridge_gate,3,142.30762993851832,0.0008103293413173654,142.30757749340856,10.330450655990642
G1_ridge_gate,4,140.9971323298617,9.406268801171343,141.99787156048052,19.399355672271305
G1_ridge_gate,5,143.2149415939479,35.69922899637432,147.4502624304055,30.890719982596092
G1_ridge_gate,6,144.85714785869519,90.73703525761532,171.68952543395235,20.46434987861725
G1_ridge_gate,7,145.28633132881515,180.4663631222623,235.93941059989032,7.269511011144407
G1_ridge_gate,8,142.4962876839245,281.3804525635047,320.56548056063326,7.66912772875405
G1_ridge_gate,9,141.3601211968138,378.9358139403414,409.0755508411389,11.054684467981312
G1_ridge_gate,10,138.65429141238582,440.83903639034025,463.4671626265418,20.399387618984523
G1_ridge_gate,11,145.1725514248209,479.3382824379863,502.066738264794,21.017744760822083
G1_ridge_gate,12,141.46332864313376,480.2988540927819,508.5216956444039,14.093403944334169
G1_ridge_gate,13,146.90830024250224,402.22407716446145,439.2899385358855,12.635468423572732
G1_ridge_gate,14,152.64867888334237,342.3813935888074,384.06373312552597,4.855135952716086
G1_ridge_gate,15,154.79328962559546,259.6345284671306,308.28328157372044,0.8085805510471912
G1_ridge_gate,16,157.22949768283564,156.56239327482086,225.1075827292387,5.280169393903916
G1_ridge_gate,17,159.7593098523125,75.61775993809452,169.33357585079966,19.139393197745772
G1_ridge_gate,18,158.16502665586918,29.17296659180928,157.95382491125233,24.561735670779903
G1_ridge_gate,19,157.02055108647713,6.296958097591776,157.21903278805934,8.235399455001184
G1_ridge_gate,20,160.06615745938473,0.0008088822355289421,160.06611534361627,2.6860941724217064
G1_ridge_gate,21,160.69460514369888,0.0,160.69460514369888,2.614927367995862
G1_ridge_gate,22,162.46103408588831,0.0,162.46103408588831,0.3404945473001556
G1_ridge_gate,23,157.66846721844323,0.0,157.66846721844323,3.9889964527185033
G2_lightgbm_gate,0,137.82391719033762,0.0,137.82391719033762,3.6648440123340613
G2_lightgbm_gate,1,138.5167554367141,0.0,138.5167554367141,2.4249139606298833
G2_lightgbm_gate,2,133.9406279236728,0.0,133.9406279236728,4.085916555197558
G2_lightgbm_gate,3,131.68609038248152,0.0008103293413173654,131.68608743836975,4.569447592723899
G2_lightgbm_gate,4,130.00558010459534,3.101299832560734,129.5160443150312,4.985502723923287
G2_lightgbm_gate,5,128.3517939555382,22.79502400019351,131.56632420504525,10.112063514326213
G2_lightgbm_gate,6,128.51681089008895,85.78826691559063,160.8957865545896,19.274668825245048
G2_lightgbm_gate,7,134.5433555005397,183.19156346607605,235.15620748885783,14.72817877217895
G2_lightgbm_gate,8,129.0141037810692,283.2300596792874,322.7214502727198,18.697221806365036
G2_lightgbm_gate,9,128.2503056842606,379.40246739912607,402.55278722449987,15.32697333493244
G2_lightgbm_gate,10,126.71360880350461,448.85126901894824,469.05889613377605,-7.023379045029698
G2_lightgbm_gate,11,132.3308384873418,486.69100627571106,507.6474087604764,-18.933088890971735
G2_lightgbm_gate,12,134.6056242747237,493.6219920712263,519.0227111369878,-12.296115346719615
G2_lightgbm_gate,13,138.5376105674547,415.747081803601,447.9833617296206,6.484823094597517
G2_lightgbm_gate,14,140.41449988981338,349.9236541006212,389.69844119892616,15.734540595102187
G2_lightgbm_gate,15,140.92389634086246,261.6423628613914,306.35320307689005,14.922820743133279
G2_lightgbm_gate,16,143.19589112294196,158.38689780213298,221.4011483313248,16.069368378305594
G2_lightgbm_gate,17,149.12388185019057,67.49457929493032,167.03351145098245,10.816745489062738
G2_lightgbm_gate,18,147.60530121823462,14.840361351903445,149.0423089153666,6.8202221513596575
G2_lightgbm_gate,19,144.71129790533178,2.406161293993948,144.49935065283248,3.7454518777757007
G2_lightgbm_gate,20,148.75685318647294,0.0008088822355289421,148.75685358567458,3.3346603096063023
G2_lightgbm_gate,21,148.27454433276486,0.0,148.27454433276486,2.5708095806967104
G2_lightgbm_gate,22,149.9501593192304,0.0,149.9501593192304,-1.2649264628409052
G2_lightgbm_gate,23,147.45745052553053,0.0,147.45745052553053,2.0484899776843766
