date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_events,solver_seconds,mip_gap
2025-01-01,6000.0,6000.0,0.0,92035.17001666666,0.0,0.0,0.0,0.0,366613.56615685835,366613.56615685835,1,0.0,0.0
2025-01-02,6000.0,6049.009037222222,96853.44019506173,1298.0248914999975,342.93226666666635,25679.923261728392,20756.629708500004,61778.212383179496,6670.959150943903,68449.1715341234,5,0.02755929995328188,0.0
2025-01-03,6049.009037222222,10800.0,97230.60810339505,0.0,44615.74929619341,14915.924073868315,7806.006633333334,62122.77303069904,0.0,62122.77303069904,0,0.041814700001850724,0.0
2025-01-04,10800.0,10506.645791851855,76006.5722776406,0.0,29326.832198216736,11463.981579423864,9549.843866666666,47301.941533851554,0.0,47301.941533851554,0,0.027459799777716398,0.0
2025-01-05,10506.645791851855,5086.23119560185,68193.31035245626,20774.770417583328,0.0,14793.387403497938,16861.016933458333,41201.017637244724,122149.74548355989,163350.76312080462,3,0.03606169996783137,0.0
2025-01-06,5086.23119560185,5325.83708462963,78705.04691081276,16144.033974933333,0.0,21057.655187479424,16841.055401733334,47280.08480953874,95145.06214902652,142425.14695856528,3,0.030232399934902787,0.0
2025-01-07,5325.83708462963,5458.876272561729,81422.0862670782,15195.688385444442,0.0,20690.202280967078,16639.328578444445,49474.48295875551,91561.37316449618,141035.85612325167,4,0.02487139985896647,0.0
2025-01-08,5458.876272561729,6276.9520023545,96846.43164509602,475.268699547618,2031.9505037036984,26460.422986630412,20696.674462357143,61853.18592761202,2318.6819105158047,64171.86783812783,1,0.03184399986639619,0.0
2025-01-09,6276.9520023545,6084.470261851853,96062.27600878893,282.03746582245844,588.1152619047614,25462.503486801877,20797.861390761907,61590.21968144027,1907.1911626405654,63497.410844080834,2,0.043759800028055906,0.0
2025-01-10,6084.470261851853,6091.640862962964,49597.29581034685,441.2754131904715,481.12027060552623,21370.16155402704,17303.377317761908,25855.14892217086,2576.750421550852,28431.899343721714,2,0.043893400114029646,0.0
2025-01-11,6091.640862962964,6050.763416693121,49649.450128924145,202.2181956190508,883.0982139623768,21786.701029247495,17684.01753533333,25994.435084030483,971.1190946244442,26965.55417865493,1,0.02938170009292662,0.0
2025-01-12,6050.763416693121,6098.50727367725,96307.49414085831,43.56120714285483,560.9650190476211,25690.697145620223,20766.49521666667,61633.04925257857,174.02702253570507,61807.07627511427,1,0.03778050001710653,0.0
