group,date,update_hour,published_at,remaining_intervals,state_at_update_kWh,old_ordinary_yuan,old_adjustment_yuan,old_predicted_emergency_yuan,old_predicted_total_yuan,new_ordinary_yuan,new_adjustment_yuan,new_predicted_emergency_yuan,new_predicted_total_yuan,delta_predicted_yuan,accepted,revision_kWh
B2,2025-02-01,6,2025-02-01 06:00,109,10222.73523715796,12786.063608459926,0.0,0.0,12786.063608459926,7588.833612761721,2598.6149978491026,2.80550693787518e-12,10187.448610610827,-2598.6149978490994,True,7436.039701358693
B2,2025-02-01,12,2025-02-01 12:00,73,6722.503925491295,7588.833612761721,2598.614997849103,13853.200777949873,24040.649388560698,9682.762731154771,1551.650438652578,0.0,11234.413169807349,-12806.236218753349,True,2459.1439203671353
B2,2025-02-01,18,2025-02-01 18:00,37,10396.134063488094,5104.531815435571,95.1967205887229,1725.6386236571495,6925.367159681444,5449.9920350438315,143.27371327748492,4.747313653297169e-14,5593.265748321316,-1332.1014113601277,True,347.331217564488
B2,2025-02-02,6,2025-02-02 06:00,109,10800.0,43909.95367733494,0.0,0.0,43909.95367733494,35781.660977063846,4064.1463501355433,6.206619218573906e-12,39845.80732719939,-4064.1463501355465,True,10494.40460429126
B2,2025-02-02,12,2025-02-02 12:00,73,5369.069525484816,26753.285912325,2830.4236619518583,27457.71069442869,57041.420268705544,30633.587166497302,890.2730348657059,3.492757638667854e-12,31523.86020136301,-25517.560067342532,True,4717.046491104963
B2,2025-02-02,18,2025-02-02 18:00,37,10800.0,13101.737657515974,126.95237364716755,0.0,13228.690031163142,12958.053300529415,198.79455214044646,1.2241389413247816e-11,13156.847852669873,-71.84217849326888,True,142.7596706824855
B2,2025-02-03,6,2025-02-03 06:00,109,10800.0,44984.52498100933,0.0,851.1872768032742,45835.71225781261,41333.32275683682,1958.9009974273197,3.1723175197839737e-12,43292.22375426414,-2543.4885035484695,True,5422.66935522221
B2,2025-02-03,12,2025-02-03 12:00,73,6005.822452169488,31272.088779857975,1190.677193484594,173.46284791642066,32636.22882125899,30445.48429318896,1470.679551478029,0.0,31916.16384466699,-720.0649765919989,True,1554.7797592475663
B2,2025-02-03,18,2025-02-03 18:00,37,10800.0,13117.555834416176,47.61361378055467,54.06937388635022,13219.238822083082,13111.145185708969,50.81893813415775,0.0,13161.964123843127,-57.27469823995489,True,88.11462713794407
B2,2025-02-04,6,2025-02-04 06:00,109,10800.0,45191.330820126066,0.0,2092.605312054222,47283.936132180286,42260.02940245252,1852.638682166557,3.529796455126188e-13,44112.66808461908,-3171.268047561207,True,4963.311982777057
B2,2025-02-04,12,2025-02-04 12:00,73,6824.328150756284,30680.794191083376,1659.7774853378914,29.32923493279418,32369.900911354063,29247.64118640967,2265.2701545097607,0.0,31512.911340919432,-856.9895704346309,True,2144.5458143680094
B2,2025-02-04,18,2025-02-04 18:00,37,10746.167600573854,12383.429876500422,46.8214210806238,514.9654352486898,12945.216732829736,12483.403195946883,28.33831183028377,1.5861587598919868e-12,12511.741507777167,-433.47522505256893,True,107.07668082899954
B2,2025-02-05,6,2025-02-05 06:00,109,10800.0,41203.188585981865,0.0,10599.070640297688,51802.25922627955,42625.030937292424,917.2482835455901,0.0,43542.27922083801,-8259.98000544154,True,2332.4662664923085
