group,date,update_hour,kind,objective_yuan,mip_gap,seconds,max_violation_kWh,n_intervals,context
B2,2025-02-01,0,plan,22937.326869132547,0.0,0.02185059990733862,2.035408878479454e-12,144,B2 2025-02-01 00:00 plan
B2,2025-02-01,6,revision,10187.448610610825,0.0,0.020740499952808022,1.5728159515523053e-11,109,B2 2025-02-01 06:00
B2,2025-02-01,12,revision,11234.413169807349,0.0,0.03555440017953515,3.700743415417189e-12,73,B2 2025-02-01 12:00
B2,2025-02-01,18,revision,5593.265748321317,0.0,0.012271400075405836,5.4968572361042606e-11,37,B2 2025-02-01 18:00
B2,2025-02-02,0,plan,58360.64600322787,0.0,0.024588200030848384,1.2971105671037247e-10,144,B2 2025-02-02 00:00 plan
B2,2025-02-02,6,revision,39845.80732719939,0.0,0.011936799855902791,2.5011104298755527e-12,109,B2 2025-02-02 06:00
B2,2025-02-02,12,revision,31523.86020136301,0.0,0.0173955000936985,2.4989156385316048e-11,73,B2 2025-02-02 12:00
B2,2025-02-02,18,revision,13156.84785266986,0.0,0.012156300013884902,1.8947806286936006e-12,37,B2 2025-02-02 18:00
B2,2025-02-03,0,plan,59436.695897331374,0.0,0.012859700014814734,7.958078640513122e-13,144,B2 2025-02-03 00:00 plan
B2,2025-02-03,6,revision,43292.223754264145,0.0,0.022529999958351254,8.526512829121202e-13,109,B2 2025-02-03 06:00
B2,2025-02-03,12,revision,31916.16384466699,0.0,0.017962099984288216,4.274358644806853e-11,73,B2 2025-02-03 12:00
B2,2025-02-03,18,revision,13161.964123843129,0.0,0.016880400013178587,1.4632739464559563e-12,37,B2 2025-02-03 18:00
B2,2025-02-04,0,plan,59392.96342079348,0.0,0.0126630999147892,7.958078640513122e-13,144,B2 2025-02-04 00:00 plan
B2,2025-02-04,6,revision,44112.66808461907,0.0,0.025995299918577075,3.674838211509268e-10,109,B2 2025-02-04 06:00
B2,2025-02-04,12,revision,31512.911340919432,0.0,0.017672300105914474,8.588685318500211e-13,73,B2 2025-02-04 12:00
B2,2025-02-04,18,revision,12511.74150777717,0.0,0.014595600077882409,2.6016226210382837e-10,37,B2 2025-02-04 18:00
B2,2025-02-05,0,plan,55602.34154499905,0.0,0.015776299871504307,1.0231815394945443e-12,144,B2 2025-02-05 00:00 plan
B2,2025-02-05,6,revision,43542.27922083802,0.0,0.025461599929258227,1.1842378929335004e-10,109,B2 2025-02-05 06:00
B2,2025-02-05,12,revision,29684.657293613927,0.0,0.03090909984894097,8.588685318500211e-13,73,B2 2025-02-05 12:00
B2,2025-02-05,18,revision,12685.135143019492,0.0,0.012208499945700169,1.0231815394945443e-12,37,B2 2025-02-05 18:00
B2,2025-02-06,0,plan,59357.65446765734,0.0,0.020713499980047345,9.094947017729282e-13,144,B2 2025-02-06 00:00 plan
B2,2025-02-06,6,revision,43655.96237565008,0.0,0.01918219984509051,9.094947017729282e-13,109,B2 2025-02-06 06:00
B2,2025-02-06,12,revision,31445.393193837033,1.1569194840930526e-16,0.026673800079151988,9.094947017729282e-13,73,B2 2025-02-06 12:00
B2,2025-02-06,18,revision,12751.319479546291,0.0,0.016965199960395694,5.684341886080801e-13,37,B2 2025-02-06 18:00
B2,2025-02-07,0,plan,23576.983963269733,0.0,0.028297699987888336,9.094947017729282e-13,144,B2 2025-02-07 00:00 plan
B2,2025-02-07,6,revision,11238.275352139375,0.0,0.037181599996984005,2.7284841053187847e-12,109,B2 2025-02-07 06:00
B2,2025-02-07,12,revision,10319.694382751117,0.0,0.03507540002465248,8.526512829121202e-13,73,B2 2025-02-07 12:00
B2,2025-02-07,18,revision,4808.58160420906,0.0,0.011603499995544553,7.389644451905042e-13,37,B2 2025-02-07 18:00
B2,2025-02-08,0,plan,19251.478646545154,0.0,0.05004139989614487,1.7621459846850485e-12,144,B2 2025-02-08 00:00 plan
B2,2025-02-08,6,revision,10072.120393648373,0.0,0.018481899984180927,1.0231815394945443e-12,109,B2 2025-02-08 06:00
B2,2025-02-08,12,revision,9194.122669803952,0.0,0.04628539993427694,8.242295734817162e-12,73,B2 2025-02-08 12:00
B2,2025-02-08,18,revision,5063.075919931217,0.0,0.0110512999817729,6.821210263296962e-13,37,B2 2025-02-08 18:00
B2,2025-02-09,0,plan,57292.94923532215,0.0,0.024995499989017844,2.7755575615628914e-12,144,B2 2025-02-09 00:00 plan
B2,2025-02-09,6,revision,43357.4418929675,0.0,0.0360344999935478,1.8189894035458565e-12,109,B2 2025-02-09 06:00
B2,2025-02-09,12,revision,30031.492166465476,0.0,0.019932599971070886,1.3322676295501878e-11,73,B2 2025-02-09 12:00
B2,2025-02-09,18,revision,12748.468827636512,0.0,0.00797539995983243,2.2737367544323206e-12,37,B2 2025-02-09 18:00
B2,2025-02-10,0,plan,54373.12369012566,0.0,0.026026299921795726,9.094947017729282e-13,144,B2 2025-02-10 00:00 plan
B2,2025-02-10,6,revision,38160.40833910708,0.0,0.03296790015883744,2.3427008658859507e-10,109,B2 2025-02-10 06:00
B2,2025-02-10,12,revision,29098.95446059134,0.0,0.022176099941134453,4.072355549500049e-12,73,B2 2025-02-10 12:00
B2,2025-02-10,18,revision,12844.58953152996,0.0,0.012123199878260493,4.01530660572765e-11,37,B2 2025-02-10 18:00
B2,2025-02-11,0,plan,55135.78907694398,0.0,0.02095030015334487,7.958078640513122e-13,144,B2 2025-02-11 00:00 plan
B2,2025-02-11,6,revision,39131.80479575613,0.0,0.02797419996932149,8.081779580737832e-12,109,B2 2025-02-11 06:00
B2,2025-02-11,12,revision,29819.036211080118,0.0,0.01936510019004345,2.609024107869118e-11,73,B2 2025-02-11 12:00
B2,2025-02-11,18,revision,12818.744715793891,0.0,0.011009099893271923,7.327471962526033e-13,37,B2 2025-02-11 18:00
B2,2025-02-12,0,plan,54354.44920742992,0.0,0.01485930010676384,8.526512829121202e-13,144,B2 2025-02-12 00:00 plan
B2,2025-02-12,6,revision,38604.39305579304,0.0,0.02547920006327331,6.901886469753057e-11,109,B2 2025-02-12 06:00
B2,2025-02-12,12,revision,28919.758298641456,0.0,0.014853999949991703,8.339995360984176e-13,73,B2 2025-02-12 12:00
B2,2025-02-12,18,revision,13170.880747244519,0.0,0.016879000002518296,1.0232555543628527e-10,37,B2 2025-02-12 18:00
B2,2025-02-13,0,plan,50814.45106572266,0.0,0.02078369981609285,8.384404281969182e-13,144,B2 2025-02-13 00:00 plan
B2,2025-02-13,6,revision,36049.09545098458,0.0,0.018884699791669846,9.094947017729282e-13,109,B2 2025-02-13 06:00
B2,2025-02-13,12,revision,27561.42091944949,0.0,0.016692500095814466,9.973503504549323e-11,73,B2 2025-02-13 12:00
B2,2025-02-13,18,revision,12780.5578434223,0.0,0.011090499814599752,1.8189894035458565e-12,37,B2 2025-02-13 18:00
B2,2025-02-14,0,plan,19624.874053729407,0.0,0.03698519989848137,1.8189894035458565e-12,144,B2 2025-02-14 00:00 plan
B2,2025-02-14,6,revision,9965.660613100516,0.0,0.022309399908408523,9.094947017729282e-13,109,B2 2025-02-14 06:00
B2,2025-02-14,12,revision,9366.971688402278,0.0,0.017804100178182125,1.6412797047375233e-10,73,B2 2025-02-14 12:00
B2,2025-02-14,18,revision,5286.410637487551,0.0,0.010675800032913685,7.958078640513122e-13,37,B2 2025-02-14 18:00
B2,2025-02-15,0,plan,18990.325311290475,0.0,0.03581620007753372,2.1884716261411086e-12,144,B2 2025-02-15 00:00 plan
B2,2025-02-15,6,revision,9302.677339746388,0.0,0.028197099920362234,2.6645352591003757e-11,109,B2 2025-02-15 06:00
B2,2025-02-15,12,revision,8819.386024168269,0.0,0.01711969985626638,5.556666238248908e-10,73,B2 2025-02-15 12:00
B2,2025-02-15,18,revision,4880.923504593898,0.0,0.017077500000596046,6.803147501069811e-11,37,B2 2025-02-15 18:00
B2,2025-02-16,0,plan,54006.556463928995,0.0,0.0120514000300318,1.0231815394945443e-12,144,B2 2025-02-16 00:00 plan
B2,2025-02-16,6,revision,38228.25876567288,0.0,0.024081100011244416,9.094947017729282e-13,109,B2 2025-02-16 06:00
B2,2025-02-16,12,revision,27934.235091056624,0.0,0.015956399962306023,9.251858538542972e-13,73,B2 2025-02-16 12:00
B2,2025-02-16,18,revision,14460.117094975294,0.0,0.036329800030216575,5.684341886080801e-13,37,B2 2025-02-16 18:00
B2,2025-02-17,0,plan,53214.45480258655,1.3672897037422565e-16,0.014834299916401505,1.0231815394945443e-12,144,B2 2025-02-17 00:00 plan
B2,2025-02-17,6,revision,37230.316745828015,0.0,0.02426450001075864,9.663381206337363e-13,109,B2 2025-02-17 06:00
B2,2025-02-17,12,revision,27416.852693106157,0.0,0.015498300082981586,2.7755575615628914e-12,73,B2 2025-02-17 12:00
B2,2025-02-17,18,revision,12792.302783616595,0.0,0.012258999980986118,2.58403928455121e-10,37,B2 2025-02-17 18:00
B2,2025-02-18,0,plan,47824.71079143417,0.0,0.0210166999604553,9.094947017729282e-13,144,B2 2025-02-18 00:00 plan
B2,2025-02-18,6,revision,35763.06530633607,0.0,0.03182899998500943,1.8189894035458565e-12,109,B2 2025-02-18 06:00
B2,2025-02-18,12,revision,26018.822015942947,0.0,0.018118400126695633,1.8698800711320858e-11,73,B2 2025-02-18 12:00
B2,2025-02-18,18,revision,13440.17936647584,0.0,0.011320800054818392,7.958078640513122e-13,37,B2 2025-02-18 18:00
B2,2025-02-19,0,plan,47583.772268065484,0.0,0.021098900120705366,2.1279274638648836e-11,144,B2 2025-02-19 00:00 plan
B2,2025-02-19,6,revision,34283.270520835205,0.0,0.02526320004835725,7.2164496600635175e-12,109,B2 2025-02-19 06:00
B2,2025-02-19,12,revision,27753.09742922003,1.3108370394943533e-16,0.01409729989245534,9.094947017729282e-13,73,B2 2025-02-19 12:00
B2,2025-02-19,18,revision,12495.294975357547,0.0,0.01375390007160604,2.882756271019515e-10,37,B2 2025-02-19 18:00
B2,2025-02-20,0,plan,50082.06607217919,0.0,0.025872099911794066,7.993605777301127e-13,144,B2 2025-02-20 00:00 plan
B2,2025-02-20,6,revision,37097.28264810636,0.0,0.023398999823257327,9.094947017729282e-13,109,B2 2025-02-20 06:00
B2,2025-02-20,12,revision,26692.013926731703,0.0,0.0147600001655519,9.094947017729282e-13,73,B2 2025-02-20 12:00
B2,2025-02-20,18,revision,12953.440511439889,0.0,0.011139200069010258,7.958078640513122e-13,37,B2 2025-02-20 18:00
B2,2025-02-21,0,plan,17822.84033259407,0.0,0.028401999967172742,1.0014314844998866e-12,144,B2 2025-02-21 00:00 plan
B2,2025-02-21,6,revision,8994.077153152968,0.0,0.02208640007302165,2.1279274638648836e-11,109,B2 2025-02-21 06:00
B2,2025-02-21,12,revision,8185.029840305145,0.0,0.015453299973160028,5.655397045353113e-12,73,B2 2025-02-21 12:00
B2,2025-02-21,18,revision,4972.801769019174,0.0,0.010909900069236755,7.958078640513122e-13,37,B2 2025-02-21 18:00
B2,2025-02-22,0,plan,17866.66082261521,0.0,0.032890900038182735,1.7684619201140271e-12,144,B2 2025-02-22 00:00 plan
B2,2025-02-22,6,revision,9522.694187920275,0.0,0.04388789995573461,9.094947017729282e-13,109,B2 2025-02-22 06:00
B2,2025-02-22,12,revision,8508.42094226691,0.0,0.02983370004221797,3.2724565385043956e-12,73,B2 2025-02-22 12:00
B2,2025-02-22,18,revision,5410.349716902899,0.0,0.00812530005350709,4.547473508864641e-13,37,B2 2025-02-22 18:00
B2,2025-02-23,0,plan,48257.30678701303,0.0,0.019906299887225032,1.6653345369377348e-12,144,B2 2025-02-23 00:00 plan
