strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback,nominal_terminal_error_kWh
G0_naive_gate,2025-02-01,8801.462273333342,7384.92419037037,45964.63880164608,0.0,9743.912042798358,16407.55315884772,14565.002333333334,3259.0889084773653,24188.352617461533,0.0,24188.352617461533,0,0,0.80,0.80,28,,0.02506119990721345,0.0,False,0.0
G0_naive_gate,2025-02-02,7384.92419037037,7181.203706481481,93319.54483600822,0.0,11206.475575514403,20737.57761049383,16980.786300000007,3960.511794382717,59618.23504741232,0.0,59618.23504741232,0,0,0.80,0.80,28,,0.0286848999094218,0.0,False,0.0
G0_naive_gate,2025-02-03,7181.203706481481,6998.7261072222245,90489.92828827159,0.0,6317.6789127572,21681.9090255144,17726.57615,4137.810474773663,57399.80801307992,0.0,57399.80801307992,0,0,0.80,0.80,28,,0.020909300073981285,0.0,False,0.0
G0_naive_gate,2025-02-04,6998.7261072222245,7104.070426666668,92468.59159115225,0.0,6763.98789753087,23236.47292695472,18726.73318333333,4404.395424176954,58566.17235075036,0.0,58566.17235075036,0,0,0.80,0.80,28,,0.024651499930769205,0.0,False,0.0
G0_naive_gate,2025-02-05,7104.070426666668,6731.184638518518,93146.49308683127,0.0,8587.016857201648,21824.455029629626,18013.405783333335,4183.935034444445,59405.05227176127,0.0,59405.05227176127,0,0,0.80,0.80,28,,0.022378700086846948,0.0,False,0.0
G0_naive_gate,2025-02-06,6731.184638518518,6952.177275925928,93180.26069053498,0.0,8606.650648148145,21598.207642386835,17295.654816666665,4081.5601883127583,59279.28745810154,0.0,59279.28745810154,0,0,0.80,0.80,28,,0.022745400201529264,0.0,False,0.0
G0_naive_gate,2025-02-07,6952.177275925928,6722.3128433333295,45214.531701646076,0.0,10098.157144238681,18513.54147407407,15202.846583333336,3540.559323333334,23463.109310124193,0.0,23463.109310124193,0,0,0.80,0.80,28,,0.032868599984794855,0.0,False,0.0
G0_naive_gate,2025-02-08,6722.3128433333295,6677.386201851849,39432.46688456791,0.0,4345.749608641979,18684.15019259259,15174.59563333333,3554.4812007407418,20498.50877652062,0.0,20498.50877652062,0,0,0.80,0.80,28,,0.02867479994893074,0.0,False,0.0
G0_naive_gate,2025-02-09,6677.386201851849,6396.142302962966,85793.59672377571,61.97174916666623,1988.580358137859,24024.692932304526,19713.120784166662,4592.816047026749,53865.708674774825,247.57713792083158,54113.285812695656,1,1,0.80,0.80,28,,0.03228270006366074,1.3507587281759347e-16,False,0.0
G0_naive_gate,2025-02-10,6396.142302962966,6365.249361851848,89250.0173855967,0.0,11122.25323539095,20152.264283539083,16351.137716666664,3832.0195079835385,56160.79341943691,0.0,56160.79341943691,0,0,0.80,0.80,28,,0.014575399924069643,2.591116389628947e-16,False,0.0
G0_naive_gate,2025-02-11,6365.249361851848,6206.920657777779,82871.88952654321,0.0,3398.2515779835326,23134.403415226345,18881.3626,4411.369519300413,51681.65771517498,0.0,51681.65771517498,0,0,0.80,0.80,28,,0.02487119985744357,0.0,False,0.0
G0_naive_gate,2025-02-12,6206.920657777779,6372.901589444445,84430.93832469135,0.0,4742.550030864198,22485.628010493827,18063.975850000003,4255.671228827161,52763.19923389376,0.0,52763.19923389376,0,0,0.80,0.80,28,,0.02633229992352426,0.0,False,0.0
G0_naive_gate,2025-02-13,6372.901589444445,6414.900827222222,84519.30783600823,0.0,9368.315653086422,19914.283432921802,16092.770266666666,3779.513928477367,53033.726194447016,0.0,53033.726194447016,0,0,0.80,0.80,28,,0.014052900020033121,0.0,False,0.0
G0_naive_gate,2025-02-14,6414.900827222222,6393.743833703706,36567.811812962966,0.0,3280.649168518515,18444.221694444448,14958.860866666664,3506.5178212962974,19074.590189983333,0.0,19074.590189983333,0,0,0.80,0.80,28,,0.033002000069245696,0.0,False,0.0
G0_naive_gate,2025-02-15,6393.743833703706,6250.004285185183,37159.06958930041,0.0,4617.3437228395105,17847.3703164609,14585.735550000001,3405.374314979424,19432.582827424812,0.0,19432.582827424812,0,0,0.80,0.80,28,,0.03758280002512038,0.0,False,0.0
G0_naive_gate,2025-02-16,6250.004285185183,6362.403789259262,83226.60940814197,19.151666666666642,3472.703618518535,22602.73054012344,18207.05218383333,4283.278852216048,51783.19948151664,87.1305074999999,51870.32998901664,1,1,0.80,0.80,28,,0.030391500098630786,0.0,False,0.0
