strategy_id,predictor_id,alpha,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan
R_q85,ridge,0.85,2025-02-01,2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:10:00,0.4248,2532.1822,0.0,2652.636936286267,0.0,442.1061560477111,16.10736666666662,458.21352271437775,28,,1012.1443301217759,590.1139634551091,0.0,0.0,0.0,8801.462273333342,9332.56484044294,9300.0,429.9589114357304,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,1,2025-02-01 00:10:00,2025-02-01 00:20:00,0.4245,2492.4439,0.0,2684.7084529826816,0.0,447.4514088304469,12.832783333333396,460.2841921637803,28,,1293.6175254971135,833.3333333333333,0.0,0.0,44.87687549711359,9332.56484044294,10082.56484044294,10050.0,549.1406395735247,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,2,2025-02-01 00:20:00,2025-02-01 00:30:00,0.4269,2464.3,0.0,2726.51244098962,0.0,454.4187401649366,15.048333333333346,469.46707349826994,28,,469.46707349826994,58.75040683160324,0.0,0.0,0.0,10082.56484044294,10135.440206591382,10050.0,200.41549367641144,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,3,2025-02-01 00:30:00,2025-02-01 00:40:00,0.4272,2581.7688,0.0,2718.641189648967,0.0,453.1068649414945,29.03245230463756,482.13931724613207,28,,482.1393172461321,51.84451724613217,0.0,0.0,0.0,10135.440206591382,10182.1002721129,10050.0,205.96991632754765,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,4,2025-02-01 00:40:00,2025-02-01 00:50:00,0.4271,2546.4635,0.0,2741.785824668052,0.0,456.964304111342,35.53623333333337,492.5005374446754,28,,492.5005374446754,68.08995411134208,0.0,0.0,0.0,10182.1002721129,10243.38123081311,10050.0,210.34697954262086,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,5,2025-02-01 00:50:00,2025-02-01 01:00:00,0.4285,2436.31,0.0,2822.638006962233,0.0,470.43966782703876,40.07994072307099,510.51960855010975,28,,510.51960855010975,104.46794188344313,0.0,0.0,0.0,10243.38123081311,10337.402378508208,10050.0,218.75765226372204,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,6,2025-02-01 01:00:00,2025-02-01 01:10:00,0.4311,2620.5011,0.0,2887.390007010456,0.0,481.231667835076,27.95155000000011,509.1832178350761,28,,509.1832178350761,72.43303450174278,0.0,0.0,0.0,10337.402378508208,10402.592109559777,10050.0,219.50888520870132,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,7,2025-02-01 01:10:00,2025-02-01 01:20:00,0.4302,2710.7861,0.0,2829.19031659201,0.0,471.53171943200164,22.408899999999903,493.94061943200154,28,,493.94061943200154,42.14293609866826,0.0,0.0,0.0,10402.592109559777,10440.520752048578,10050.0,212.49325447964708,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,8,2025-02-01 01:20:00,2025-02-01 01:30:00,0.4279,2676.48,0.0,2748.106186267788,0.0,458.01769771129796,34.3566666666668,492.37436437796475,28,,492.37436437796475,46.29436437796477,0.0,0.0,0.0,10440.520752048578,10482.185679988746,10050.0,210.6869905173311,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,9,2025-02-01 01:30:00,2025-02-01 01:40:00,0.4312,2830.598,0.0,2856.7756575278413,0.0,476.1292762546402,24.804921825770975,500.9341980804112,28,,500.9341980804112,29.167864747077886,0.0,0.0,0.0,10482.185679988746,10508.436758261116,10050.0,216.00282621227333,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,10,2025-02-01 01:40:00,2025-02-01 01:50:00,0.4333,2688.1558,0.0,2969.2215532289347,0.0,494.8702588714891,17.851942210920242,512.7222010824094,28,,512.7222010824094,64.69623441574271,0.0,0.0,0.0,10508.436758261116,10566.663369235284,10050.0,222.16252972900799,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,11,2025-02-01 01:50:00,2025-02-01 02:00:00,0.4311,2384.42,0.0,2976.47633983162,0.0,496.0793899719366,38.82666666666671,534.9060566386033,28,,534.9060566386033,137.50272330527002,0.0,0.0,0.0,10566.663369235284,10690.415820210028,10050.0,230.5980010169019,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,12,2025-02-01 02:00:00,2025-02-01 02:10:00,0.4293,2604.5438,0.0,2951.4576693799254,0.0,491.9096115633209,34.02698333333342,525.9365948966542,28,,525.9365948966542,91.84596156332094,0.0,0.0,0.0,10690.415820210028,10773.077185617018,10050.0,225.78458018913366,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,13,2025-02-01 02:10:00,2025-02-01 02:20:00,0.4324,2943.3655,0.0,2974.0950449561087,0.0,495.68250749268475,30.663516666666624,526.3460241593514,28,,526.3460241593514,29.914238203313694,0.0,0.0,5.870869289371051,10773.077185617018,10800.0,10050.0,227.59202084650354,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,14,2025-02-01 02:20:00,2025-02-01 02:30:00,0.4367,3019.32,0.0,3022.646693218957,0.0,503.77444886982613,29.293333333333408,533.0677822031596,28,,533.0677822031596,0.0,0.0,0.0,29.847782203159568,10800.0,10800.0,10050.0,232.7907004881198,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,15,2025-02-01 02:30:00,2025-02-01 02:40:00,0.4348,2844.4369,0.0,3017.027298652295,0.0,502.8378831087158,22.52080000000001,525.3586831087158,28,,525.3586831087158,0.0,0.0,0.0,51.285866442049155,10800.0,10800.0,10050.0,228.42595541566965,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,16,2025-02-01 02:40:00,2025-02-01 02:50:00,0.4335,2768.3064,0.0,3043.7811834145878,0.0,507.29686390243126,33.427366666666785,540.724230569098,28,,540.724230569098,0.0,0.0,0.0,79.33983056909807,10800.0,10800.0,10050.0,234.403953951704,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,17,2025-02-01 02:50:00,2025-02-01 03:00:00,0.4357,2861.65,0.0,3099.720882780792,0.0,516.620147130132,41.21623568225988,557.8363828123918,28,,557.8363828123918,0.0,0.0,0.0,80.89471614572511,10800.0,10800.0,10050.0,243.04931199135908,0.0
R_q85,ridge,0.85,2025-02-01,2025-02-01,18,2025-02-01 03:00:00,2025-02-01 03:10:00,0.4374,2900.3973,0.0,3093.653051981484,0.0,515.608841996914,17.079295961422872,532.6881379583368,28,,532.6881379583368,0.0,0.0,0.0,49.28858795833685,10800.0,10800.0,10050.0,232.99779154297653,0.0
