strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback
S_adaptive_W56,2025-02-01,8801.462273333342,9957.11375425927,48371.46291893005,0.0,9272.180924279837,19373.788044650202,14652.681983333332,25099.309975752658,0.0,25099.309975752658,0,0,0.80,adaptive,30,,0.06337819993495941,0.0,False
S_adaptive_W56,2025-02-02,9957.11375425927,10800.0,94297.71667119341,0.0,11008.187296296303,21971.862124897118,17038.6107,59893.838869290674,0.0,59893.838869290674,0,0,0.80,adaptive,31,,0.03897519991733134,0.0,False
S_adaptive_W56,2025-02-03,10800.0,10800.0,92080.95841152263,0.0,7724.087539094649,21789.233539094646,17649.279166666667,58220.270243434075,0.0,58220.270243434075,0,0,0.80,adaptive,32,,0.03389950003474951,0.0,False
S_adaptive_W56,2025-02-04,10800.0,10800.0,93984.10244999999,0.0,8444.548536831277,22866.78927983539,18522.099316666667,59413.8190548,0.0,59413.8190548,0,0,0.80,adaptive,33,,0.026395399821922183,0.0,False
S_adaptive_W56,2025-02-05,10800.0,10800.0,95073.46770761316,0.0,10137.706845473256,22038.59936213991,17851.265483333333,60516.10817674576,0.0,60516.10817674576,0,0,0.80,adaptive,34,,0.0685946000739932,0.0,False
S_adaptive_W56,2025-02-06,10800.0,10800.0,90914.16139979423,22.064416666666602,6423.186045267496,22326.22397119341,18084.241416666668,57398.166164731294,128.37398120833296,57526.54014593962,2,1,0.65,adaptive,35,,0.02189710014499724,0.0,False
S_adaptive_W56,2025-02-07,10800.0,10800.0,43508.31409053497,0.0,7949.042459465023,19755.747181069957,16002.155216666666,22392.1225916858,0.0,22392.1225916858,0,0,0.65,adaptive,36,,0.035669100005179644,0.0,False
S_adaptive_W56,2025-02-08,10800.0,10800.0,38810.914983333336,41.647005000001,3455.710370370373,20103.62579629629,16283.936894999995,20020.989723673334,254.5881415650061,20275.57786523834,1,1,0.65,adaptive,37,,0.036729900166392326,1.8170824006717675e-16,False
S_adaptive_W56,2025-02-09,10800.0,10774.878764999998,83518.82639780453,1191.9072198333383,631.6802909465016,23927.613008024695,19403.975647999996,52105.715136759594,7376.230116861359,59481.94525362096,8,5,0.65,adaptive,38,,0.029906299896538258,0.0,False
S_adaptive_W56,2025-02-10,10774.878764999998,10767.967054259256,86892.07514032922,0.0,8547.961387037041,21177.351103292178,17159.874933333333,54358.49414462093,0.0,54358.49414462093,0,0,0.65,adaptive,39,,0.032317700097337365,0.0,False
