strategy_id,date,start_time,end_time,slot,planned_kWh,emergency_kWh,planned_cost_yuan,emergency_cost_yuan
A_base,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,60,0.0,0.0,0.0,0.0
A_base,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:10:00,72,480.28788333333335,0.0,211.8549853383333,0.0
A_base,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:10:00,84,0.0,0.0,0.0,0.0
A_base,2025-03-20,2025-03-20 16:00:00,2025-03-20 16:10:00,96,428.9967666666667,0.0,354.82322571000003,0.0
A_base,2025-03-20,2025-03-20 18:00:00,2025-03-20 18:10:00,108,697.4002166666667,0.0,876.004412155,0.0
A_base,2025-03-20,2025-03-20 20:00:00,2025-03-20 20:10:00,120,0.0,0.0,0.0,0.0
A_base,2025-06-21,2025-06-21 10:00:00,2025-06-21 10:10:00,60,0.0,0.0,0.0,0.0
A_base,2025-06-21,2025-06-21 12:00:00,2025-06-21 12:10:00,72,0.0,0.0,0.0,0.0
A_base,2025-06-21,2025-06-21 14:00:00,2025-06-21 14:10:00,84,0.0,0.0,0.0,0.0
A_base,2025-06-21,2025-06-21 16:00:00,2025-06-21 16:10:00,96,118.12294999999996,0.0,97.69949194499996,0.0
A_base,2025-06-21,2025-06-21 18:00:00,2025-06-21 18:10:00,108,0.0,0.0,0.0,0.0
A_base,2025-06-21,2025-06-21 20:00:00,2025-06-21 20:10:00,120,0.0,0.0,0.0,0.0
A_base,2025-09-23,2025-09-23 10:00:00,2025-09-23 10:10:00,60,0.0,0.0,0.0,0.0
A_base,2025-09-23,2025-09-23 12:00:00,2025-09-23 12:10:00,72,422.5404166666665,0.0,186.3825777916666,0.0
A_base,2025-09-23,2025-09-23 14:00:00,2025-09-23 14:10:00,84,0.0,0.0,0.0,0.0
A_base,2025-09-23,2025-09-23 16:00:00,2025-09-23 16:10:00,96,548.0609,0.0,453.3011703899999,0.0
A_base,2025-09-23,2025-09-23 18:00:00,2025-09-23 18:10:00,108,764.1748666666667,0.0,959.88005002,0.0
A_base,2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,120,0.0,0.0,0.0,0.0
A_base,2025-12-21,2025-12-21 10:00:00,2025-12-21 10:10:00,60,0.0,0.0,0.0,0.0
A_base,2025-12-21,2025-12-21 12:00:00,2025-12-21 12:10:00,72,886.9195833333332,0.0,391.22022820833325,0.0
A_base,2025-12-21,2025-12-21 14:00:00,2025-12-21 14:10:00,84,0.0,0.0,0.0,0.0
A_base,2025-12-21,2025-12-21 16:00:00,2025-12-21 16:10:00,96,781.0102166666666,0.0,645.9735502049999,0.0
A_base,2025-12-21,2025-12-21 18:00:00,2025-12-21 18:10:00,108,720.8249333333333,0.0,905.42819876,0.0
A_base,2025-12-21,2025-12-21 20:00:00,2025-12-21 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q80,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q80,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:10:00,72,583.2920000000001,0.0,257.29010120000004,0.0
B_fixed_q80,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q80,2025-03-20,2025-03-20 16:00:00,2025-03-20 16:10:00,96,477.8584333333333,0.0,395.23671021,0.0
B_fixed_q80,2025-03-20,2025-03-20 18:00:00,2025-03-20 18:10:00,108,715.1459833333334,0.0,898.2948696650002,0.0
B_fixed_q80,2025-03-20,2025-03-20 20:00:00,2025-03-20 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q80,2025-06-21,2025-06-21 10:00:00,2025-06-21 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q80,2025-06-21,2025-06-21 12:00:00,2025-06-21 12:10:00,72,0.0,0.0,0.0,0.0
B_fixed_q80,2025-06-21,2025-06-21 14:00:00,2025-06-21 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q80,2025-06-21,2025-06-21 16:00:00,2025-06-21 16:10:00,96,187.1138666666667,0.0,154.76187912,0.0
B_fixed_q80,2025-06-21,2025-06-21 18:00:00,2025-06-21 18:10:00,108,159.56985000000128,0.0,200.4356885850016,0.0
B_fixed_q80,2025-06-21,2025-06-21 20:00:00,2025-06-21 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q80,2025-09-23,2025-09-23 10:00:00,2025-09-23 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q80,2025-09-23,2025-09-23 12:00:00,2025-09-23 12:10:00,72,573.7958499999996,0.0,253.10134943499983,0.0
B_fixed_q80,2025-09-23,2025-09-23 14:00:00,2025-09-23 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q80,2025-09-23,2025-09-23 16:00:00,2025-09-23 16:10:00,96,588.4679166666665,0.0,486.72181387499984,0.0
B_fixed_q80,2025-09-23,2025-09-23 18:00:00,2025-09-23 18:10:00,108,779.6883666666668,0.0,979.36655737,0.0
B_fixed_q80,2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q80,2025-12-21,2025-12-21 10:00:00,2025-12-21 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q80,2025-12-21,2025-12-21 12:00:00,2025-12-21 12:10:00,72,986.2863333333332,0.0,435.0509016333333,0.0
B_fixed_q80,2025-12-21,2025-12-21 14:00:00,2025-12-21 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q80,2025-12-21,2025-12-21 16:00:00,2025-12-21 16:10:00,96,822.08905,0.0,679.949853255,0.0
B_fixed_q80,2025-12-21,2025-12-21 18:00:00,2025-12-21 18:10:00,108,750.3022666666667,0.0,942.45467716,0.0
B_fixed_q80,2025-12-21,2025-12-21 20:00:00,2025-12-21 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q90,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q90,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:10:00,72,677.7927666666667,0.0,298.9743893766667,0.0
B_fixed_q90,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q90,2025-03-20,2025-03-20 16:00:00,2025-03-20 16:10:00,96,508.1031000000001,0.0,420.25207401000006,0.0
B_fixed_q90,2025-03-20,2025-03-20 18:00:00,2025-03-20 18:10:00,108,719.4434166666665,0.0,903.6928756749998,0.0
B_fixed_q90,2025-03-20,2025-03-20 20:00:00,2025-03-20 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q90,2025-06-21,2025-06-21 10:00:00,2025-06-21 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q90,2025-06-21,2025-06-21 12:00:00,2025-06-21 12:10:00,72,0.0,0.0,0.0,0.0
B_fixed_q90,2025-06-21,2025-06-21 14:00:00,2025-06-21 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q90,2025-06-21,2025-06-21 16:00:00,2025-06-21 16:10:00,96,295.62446666666654,0.0,244.51099637999988,0.0
B_fixed_q90,2025-06-21,2025-06-21 18:00:00,2025-06-21 18:10:00,108,558.8135500000001,0.0,701.9257001550001,0.0
B_fixed_q90,2025-06-21,2025-06-21 20:00:00,2025-06-21 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q90,2025-09-23,2025-09-23 10:00:00,2025-09-23 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q90,2025-09-23,2025-09-23 12:00:00,2025-09-23 12:10:00,72,640.1181999999994,0.0,282.3561380199997,0.0
B_fixed_q90,2025-09-23,2025-09-23 14:00:00,2025-09-23 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q90,2025-09-23,2025-09-23 16:00:00,2025-09-23 16:10:00,96,632.4100833333332,0.0,523.0663799249999,0.0
B_fixed_q90,2025-09-23,2025-09-23 18:00:00,2025-09-23 18:10:00,108,785.31985,0.0,986.440263585,0.0
B_fixed_q90,2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q90,2025-12-21,2025-12-21 10:00:00,2025-12-21 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q90,2025-12-21,2025-12-21 12:00:00,2025-12-21 12:10:00,72,1013.9012,0.0,447.23181932,0.0
B_fixed_q90,2025-12-21,2025-12-21 14:00:00,2025-12-21 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q90,2025-12-21,2025-12-21 16:00:00,2025-12-21 16:10:00,96,844.761,0.0,698.7018231,0.0
B_fixed_q90,2025-12-21,2025-12-21 18:00:00,2025-12-21 18:10:00,108,759.6479999999999,0.0,954.1938527999998,0.0
B_fixed_q90,2025-12-21,2025-12-21 20:00:00,2025-12-21 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q65,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q65,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:10:00,72,497.1930166666668,0.0,219.3118396516667,0.0
B_fixed_q65,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q65,2025-03-20,2025-03-20 16:00:00,2025-03-20 16:10:00,96,424.0873,0.0,350.7626058299999,0.0
B_fixed_q65,2025-03-20,2025-03-20 18:00:00,2025-03-20 18:10:00,108,709.6877166666668,0.0,891.4387409050001,0.0
B_fixed_q65,2025-03-20,2025-03-20 20:00:00,2025-03-20 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q65,2025-06-21,2025-06-21 10:00:00,2025-06-21 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q65,2025-06-21,2025-06-21 12:00:00,2025-06-21 12:10:00,72,0.0,0.0,0.0,0.0
B_fixed_q65,2025-06-21,2025-06-21 14:00:00,2025-06-21 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q65,2025-06-21,2025-06-21 16:00:00,2025-06-21 16:10:00,96,170.79544999999985,0.0,141.26491669499987,0.0
B_fixed_q65,2025-06-21,2025-06-21 18:00:00,2025-06-21 18:10:00,108,0.0,0.0,0.0,0.0
B_fixed_q65,2025-06-21,2025-06-21 20:00:00,2025-06-21 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q65,2025-09-23,2025-09-23 10:00:00,2025-09-23 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q65,2025-09-23,2025-09-23 12:00:00,2025-09-23 12:10:00,72,471.0812166666667,0.0,207.79392467166667,0.0
B_fixed_q65,2025-09-23,2025-09-23 14:00:00,2025-09-23 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q65,2025-09-23,2025-09-23 16:00:00,2025-09-23 16:10:00,96,566.7646833333332,0.0,468.7710695849999,0.0
B_fixed_q65,2025-09-23,2025-09-23 18:00:00,2025-09-23 18:10:00,108,756.2519666666668,0.0,949.92809533,0.0
B_fixed_q65,2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q65,2025-12-21,2025-12-21 10:00:00,2025-12-21 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q65,2025-12-21,2025-12-21 12:00:00,2025-12-21 12:10:00,72,954.7005166666664,0.0,421.1183979016666,0.0
B_fixed_q65,2025-12-21,2025-12-21 14:00:00,2025-12-21 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q65,2025-12-21,2025-12-21 16:00:00,2025-12-21 16:10:00,96,796.9068833333331,0.0,659.1216832049997,0.0
B_fixed_q65,2025-12-21,2025-12-21 18:00:00,2025-12-21 18:10:00,108,736.6845666666668,0.0,925.34948419,0.0
B_fixed_q65,2025-12-21,2025-12-21 20:00:00,2025-12-21 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q50,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q50,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:10:00,72,444.36565,0.0,196.009688215,0.0
B_fixed_q50,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q50,2025-03-20,2025-03-20 16:00:00,2025-03-20 16:10:00,96,412.5874333333334,0.0,341.25106611000007,0.0
B_fixed_q50,2025-03-20,2025-03-20 18:00:00,2025-03-20 18:10:00,108,696.8068666666668,0.0,875.2591052200002,0.0
B_fixed_q50,2025-03-20,2025-03-20 20:00:00,2025-03-20 20:10:00,120,0.0,764.3365166666667,0.0,5164.239674858333
B_fixed_q50,2025-06-21,2025-06-21 10:00:00,2025-06-21 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q50,2025-06-21,2025-06-21 12:00:00,2025-06-21 12:10:00,72,0.0,0.0,0.0,0.0
B_fixed_q50,2025-06-21,2025-06-21 14:00:00,2025-06-21 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q50,2025-06-21,2025-06-21 16:00:00,2025-06-21 16:10:00,96,151.47131666666655,0.0,125.2819260149999,0.0
B_fixed_q50,2025-06-21,2025-06-21 18:00:00,2025-06-21 18:10:00,108,0.0,0.0,0.0,0.0
B_fixed_q50,2025-06-21,2025-06-21 20:00:00,2025-06-21 20:10:00,120,0.0,0.0,0.0,0.0
B_fixed_q50,2025-09-23,2025-09-23 10:00:00,2025-09-23 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q50,2025-09-23,2025-09-23 12:00:00,2025-09-23 12:10:00,72,370.1712333333333,0.0,163.2825310233333,0.0
B_fixed_q50,2025-09-23,2025-09-23 14:00:00,2025-09-23 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q50,2025-09-23,2025-09-23 16:00:00,2025-09-23 16:10:00,96,526.7386333333334,0.0,435.66552363,0.0
B_fixed_q50,2025-09-23,2025-09-23 18:00:00,2025-09-23 18:10:00,108,733.5677666666668,0.0,921.43447171,0.0
B_fixed_q50,2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,120,0.0,588.9476995617284,0.0,3979.2251320888176
B_fixed_q50,2025-12-21,2025-12-21 10:00:00,2025-12-21 10:10:00,60,0.0,0.0,0.0,0.0
B_fixed_q50,2025-12-21,2025-12-21 12:00:00,2025-12-21 12:10:00,72,899.9223333333333,0.0,396.9557412333333,0.0
B_fixed_q50,2025-12-21,2025-12-21 14:00:00,2025-12-21 14:10:00,84,0.0,0.0,0.0,0.0
B_fixed_q50,2025-12-21,2025-12-21 16:00:00,2025-12-21 16:10:00,96,774.0642666666668,0.0,640.22855496,0.0
B_fixed_q50,2025-12-21,2025-12-21 18:00:00,2025-12-21 18:10:00,108,724.0829666666668,0.0,909.5206144300004,0.0
B_fixed_q50,2025-12-21,2025-12-21 20:00:00,2025-12-21 20:10:00,120,0.0,0.0,0.0,0.0
B_adaptive,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,60,0.0,0.0,0.0,0.0
B_adaptive,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:10:00,72,583.2920000000001,0.0,257.29010120000004,0.0
B_adaptive,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:10:00,84,0.0,0.0,0.0,0.0
B_adaptive,2025-03-20,2025-03-20 16:00:00,2025-03-20 16:10:00,96,477.8584333333333,0.0,395.23671021,0.0
B_adaptive,2025-03-20,2025-03-20 18:00:00,2025-03-20 18:10:00,108,715.1459833333334,0.0,898.2948696650002,0.0
B_adaptive,2025-03-20,2025-03-20 20:00:00,2025-03-20 20:10:00,120,0.0,0.0,0.0,0.0
