strategy_id,date,day_index,elapsed_seconds,mip_gap,mip_node_count,mip_dual_bound_yuan,objective_gap_yuan,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
C2_pv_original,2025-02-01,31,0.025775999994948506,0.0,1,25299.72258918566,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
C2_pv_original,2025-02-02,32,0.0269594001583755,0.0,1,59977.75767947276,0.0,False,28,,1.1368683772161603e-13,7.389644451905042e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,0.0,0.0
C2_pv_original,2025-02-03,33,0.02247849991545081,0.0,1,58218.50275117677,0.0,False,28,,1.1368683772161603e-13,7.389644451905042e-13,0.0,0.0,0.0,0.0,5.551115123125783e-16,0.0,0.0
C2_pv_original,2025-02-04,34,0.02674430003389716,0.0,1,58285.25709176105,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,9.992007221626409e-16,2.220446049250313e-16,1.850371707708594e-13
C2_pv_original,2025-02-05,35,0.029263699892908335,0.0,1,56576.48132662946,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.1086244689504383e-15,0.0,0.0
C2_pv_original,2025-02-06,36,0.035034499829635024,0.0,1,57740.58558383742,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.218847493575595e-15,4.218847493575595e-15,3.5157062446463288e-12
C2_pv_original,2025-02-07,37,0.05179399996995926,0.0,1,23054.05050573489,0.0,False,28,,2.2737367544323206e-13,3.069544618483633e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2_pv_original,2025-02-08,38,0.04515959997661412,0.0,1,20759.275233447468,0.0,False,28,,2.2737367544323206e-13,2.3021584638627246e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2_pv_original,2025-02-09,39,0.036904399981722236,0.0,1,54127.77516114443,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.219646771412954e-15,0.0,0.0
C2_pv_original,2025-02-10,40,0.01771560008637607,0.0,1,55292.367619558136,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2_pv_original,2025-02-11,41,0.017757499823346734,0.0,1,53535.68119700969,0.0,False,28,,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
