month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1948954.8405020079,3338.476388509918,128223.62150830205,592044.1086818401,481854.085366291,112743.75368666083,1179517.0776040745,19160.82086690681,1198677.8984709813,56,29
2025-03,1804684.7768219633,9221.118316050875,170658.54659330318,614666.2819930804,497736.59991503606,116770.6948565343,1070565.1715595187,58238.94990817596,1128804.1214676946,64,23
2025-04,1548325.7290200274,11265.232574845752,236121.80798654756,557399.8680593283,451660.3134510026,105924.46607826647,898824.0575291611,73304.26710891334,972128.3246380745,37,9
2025-05,1568627.9136623365,7578.454460063268,284142.35475635773,549193.7799015172,443940.2315021418,104246.07037927862,925732.1270148958,47624.94978972267,973357.0768046185,57,21
2025-06,2042973.9627890813,21075.29842448949,206135.3534297082,569317.3798922827,461396.6382917533,108198.03113275644,1262616.5563060855,132835.61616833764,1395452.1724744232,111,37
2025-07,2253745.383951477,11699.63015207056,205987.2285824855,602920.0346186025,488281.5086142074,114545.50441899442,1407150.4767853331,73617.62728687165,1480768.1040722048,104,37
2025-08,1957363.334792803,10714.453847772049,277032.1069065139,564764.748778715,457831.9313113204,107346.68946801824,1223384.7774822586,70933.19279644277,1294317.9702787013,99,50
2025-09,1729762.0157807698,11123.251462164095,244066.7654845138,573810.6647165492,465376.03020812897,109089.51427255817,1062589.3098180764,72671.52470224194,1135260.8345203183,69,31
2025-10,1799560.9011804608,6374.500416088134,214593.9696117764,610748.9125552885,494541.0716038493,116023.89921151214,1079556.5188304966,40874.91109964101,1120431.4299301377,60,21
2025-11,2027781.933597558,734.5718412644652,120699.04406033887,630182.4515241378,510337.39812898735,119722.40050007906,1241475.6716830616,4318.76846949046,1245794.440152552,18,14
2025-12,2609331.0896947305,10598.851643588227,119526.76994028219,718765.2969338562,582399.0617691531,136587.5365566249,1627344.6244750156,55052.06098971346,1682396.685464729,49,19
