strategy_id,time_version,mode,date,day_index,plan_source,terminal_target,terminal_lower_kWh,terminal_upper_kWh,s143_kWh,s144_kWh,estimated_00_10_kWh,nominal_first_emergency_kWh,elapsed_seconds,mip_gap,objective_gap_yuan,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_first_state_error_kWh,check_terminal_target_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_gate_violation_kWh
N_fixed6000,start_time_v1,fixed6000,2025-01-03,2,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,1200.0,616.1166666666666,0.013792000012472272,0.0,0.0,1.1368683772161603e-13,6.821210263296962e-13,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,3.410605131648481e-13
N_fixed6000,start_time_v1,fixed6000,2025-01-04,3,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,10259.422222222222,0.0,0.027649400057271123,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-15,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-05,4,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5389.705453518519,0.0,0.028558799996972084,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-06,5,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,3561.1215409259244,0.0,0.012628800002858043,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-07,6,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5331.131197962963,0.0,0.03501320001669228,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,2.924982375487738e-14,1.8571316669763314e-12
N_fixed6000,start_time_v1,fixed6000,2025-01-08,7,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5453.007181481482,0.0,0.030577800003811717,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,7.401486830834376e-13
N_fixed6000,start_time_v1,fixed6000,2025-01-09,8,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5385.101899259261,0.0,0.0487118000164628,1.189323896614126e-16,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,5.551115123125766e-16,1.0519972444705246e-13
N_fixed6000,start_time_v1,fixed6000,2025-01-10,9,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5512.491484074076,0.0,0.029874800005927682,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-16,4.547473508864641e-13
N_fixed6000,start_time_v1,fixed6000,2025-01-11,10,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5549.3776962962975,0.0,0.04182390007190406,0.0,0.0,1.1368683772161603e-13,1.2221335055073723e-12,0.0,0.0,0.0,0.0,0.0,1.2490009027032972e-15,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-12,11,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5400.012887592592,0.0,0.023507900070399046,0.0,-7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.850371707708594e-13
N_fixed6000,start_time_v1,fixed6000,2025-01-13,12,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5364.668506481482,0.0,0.023369800066575408,1.1871125656998583e-16,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-14,13,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5213.467489259258,0.0,0.03189849993214011,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-15,14,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5132.784033888888,0.0,0.026640899945050478,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,3.4638958368304884e-14,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-16,15,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5195.416048888887,0.0,0.023089699912816286,0.0,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,5.662137425588298e-15,1.4802973661668753e-12
N_fixed6000,start_time_v1,fixed6000,2025-01-17,16,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5412.265865,0.0,0.02092180005274713,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-18,17,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5349.339152407405,0.0,0.04540430009365082,0.0,0.0,1.1368683772161603e-13,1.9042545318370685e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-19,18,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5208.563529074074,0.0,0.02116729994304478,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-15,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-20,19,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5401.483334629629,0.0,0.027095699915662408,0.0,0.0,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,1.3322676295501878e-15,1.1102230246251565e-12
N_fixed6000,start_time_v1,fixed6000,2025-01-21,20,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5538.9886474074065,0.0,0.03236830001696944,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,1.850371707708594e-13
N_fixed6000,start_time_v1,fixed6000,2025-01-22,21,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5581.214590555562,0.0,0.02068040007725358,1.2840578491028324e-16,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,3.219646771412954e-15,1.1102230246251565e-12
N_fixed6000,start_time_v1,fixed6000,2025-01-23,22,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5233.570901111109,0.0,0.027577799977734685,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-24,23,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5533.018887592593,0.0,0.024235700024291873,0.0,0.0,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-25,24,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5583.963966111113,0.0,0.03659549984149635,0.0,0.0,1.1368683772161603e-13,1.7053025658242404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-26,25,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5397.297514629629,0.0,0.035038999980315566,0.0,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.4802973661668753e-12
N_fixed6000,start_time_v1,fixed6000,2025-01-27,26,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5351.957542037036,0.0,0.02895990014076233,0.0,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-28,27,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5135.525465185184,0.0,0.02181220008060336,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,3.1086244689504383e-15,2.5905203907920318e-12
N_fixed6000,start_time_v1,fixed6000,2025-01-29,28,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5337.10068,0.0,0.02030349988490343,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_fixed6000,start_time_v1,fixed6000,2025-01-30,29,naive,6000.0,6000.0,6000.0,6000.0,5074.074074074074,5827.4256516666655,0.0,0.02130090002901852,1.3438378637907602e-16,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,6.217248937900877e-15,1.850371707708594e-12
